58b462775bb32977672dd556;[000000000000000000000001];Person;|zelene, modre|female|hnede, cierne|||nitriansky kraj, komarno|||nic;;;;;
58b462775bb32977672dd645;[000000000000000000000001];Person;1990||male||||presovsky kraj, humenne|||;;;;;
58b4627e5bb3297767364075;[000000000000000000000001];Person;|hnedo zelene|female|hnede|157|150|zahranicie, zahranicie - ostatne|||;;;;;
58b4627c5bb32977673403c7;[000000000000000000000001];Person;2000|hnede|male|cierno-hnede|180|180|kosicky kraj, kosice - okolie|||ziadnej!!;;;;;
58b462775bb32977672dd3db;[000000000000000000000001];Person;1990|zelene, modro-zeleno-hnede....ked prsi, tak sede....|female|hnede|160|160|trenciansky kraj, prievidza|50|50|;;;;;
58b4627f5bb32977673845e4;[000000000000000000000001];Person;|hnede|female|hnede|127|120|trenciansky kraj, puchov|30|30|som nezamestnany;;;;;
58b4627f5bb3297767384603;[000000000000000000000001];Person;1990||male||||trenciansky kraj, puchov|||;;;;;
58b462835bb32977673fc7d4;[000000000000000000000001];Person;||female||||bratislavsky kraj, bratislava - devinska nova ves|||;;;;;
58b462835bb32977673fc7df;[000000000000000000000001];Person;1980|modre|male|hnede|195|190|bratislavsky kraj, bratislava - ostatne|115|110|;;;;;
58b462835bb32977673fc8a8;[000000000000000000000001];Person;|modre|male|cierne|190|190|bratislavsky kraj, bratislava - ruzinov|||;;;;;
58b462835bb32977673fc8f0;[000000000000000000000001];Person;1980|zelene|female|hnede|169|160|bratislavsky kraj, bratislava - podunaj. biskupice|52|50|;;;;;
58b462835bb32977673fc8ff;[000000000000000000000001];Person;1990||female|hnede|170|170|trnavsky kraj, trnava|57|50|;;;;;
58b462775bb32977672dd3ea;[000000000000000000000001];Person;1990|modre, take haluzne|male|hnede, strapaty ako jezko ked do neho trafi blesk|180|180|zilinsky kraj, zilina|70|70|tak to ani nechcite vediet je to ako o zivot;;;;;
